+-----------------------+--------------------------------------------------------+---------------------------------+-----+
| Mod name              | Registry name                                          | Entity class name               |  ID |
| Advanced Rocketry     | advancedrocketry:lasernode                             | EntityLaserNode                 |   2 |
| Advanced Rocketry     | advancedrocketry:mountdummy                            | EntityDummy                     |   0 |
| Advanced Rocketry     | advancedrocketry:rocket                                | EntityRocket                    |   1 |
| Animania              | animania:dartfrog                                      | EntityDartFrogs                 |   2 |
| Animania              | animania:frog                                          | EntityFrogs                     |   0 |
| Animania              | animania:textures/entity/chickens/chick_brown.png      | EntityChickWyandotte            | 544 |
| Animania              | animania:textures/entity/chickens/chick_golden.png     | EntityChickOrpington            | 538 |
| Animania              | animania:textures/entity/chickens/chick_red.png        | EntityChickRhodeIslandRed       | 541 |
| Animania              | animania:textures/entity/chickens/chick_specked.png    | EntityChickPlymouthRock         | 532 |
| Animania              | animania:textures/entity/chickens/chick_white.png      | EntityChickLeghorn              | 535 |
| Animania              | animania:textures/entity/chickens/hen_brown.png        | EntityHenWyandotte              | 542 |
| Animania              | animania:textures/entity/chickens/hen_golden.png       | EntityHenOrpington              | 536 |
| Animania              | animania:textures/entity/chickens/hen_red.png          | EntityHenRhodeIslandRed         | 539 |
| Animania              | animania:textures/entity/chickens/hen_specked.png      | EntityHenPlymouthRock           | 530 |
| Animania              | animania:textures/entity/chickens/hen_white.png        | EntityHenLeghorn                | 533 |
| Animania              | animania:textures/entity/chickens/hog_yorkshire.png    | EntityHogYorkshire              | 601 |
| Animania              | animania:textures/entity/chickens/piglet_yorkshire.png | EntityPigletYorkshire           | 602 |
| Animania              | animania:textures/entity/chickens/rooster_brown.png    | EntityRoosterWyandotte          | 543 |
| Animania              | animania:textures/entity/chickens/rooster_golden.png   | EntityRoosterOrpington          | 537 |
| Animania              | animania:textures/entity/chickens/rooster_red.png      | EntityRoosterRhodeIslandRed     | 540 |
| Animania              | animania:textures/entity/chickens/rooster_specked.png  | EntityRoosterPlymouthRock       | 531 |
| Animania              | animania:textures/entity/chickens/rooster_white.png    | EntityRoosterLeghorn            | 534 |
| Animania              | animania:textures/entity/cows/bull_angus.png           | EntityBullAngus                 | 507 |
| Animania              | animania:textures/entity/cows/bull_friesian.png        | EntityBullFriesian              | 504 |
| Animania              | animania:textures/entity/cows/bull_hereford.png        | EntityBullHereford              | 513 |
| Animania              | animania:textures/entity/cows/bull_holstein.png        | EntityBullHolstein              | 501 |
| Animania              | animania:textures/entity/cows/bull_longhorn.png        | EntityBullLonghorn              | 510 |
| Animania              | animania:textures/entity/cows/calf_angus.png           | EntityCalfAngus                 | 508 |
| Animania              | animania:textures/entity/cows/calf_friesian.png        | EntityCalfFriesian              | 505 |
| Animania              | animania:textures/entity/cows/calf_hereford.png        | EntityCalfHereford              | 514 |
| Animania              | animania:textures/entity/cows/calf_holstein.png        | EntityCalfHolstein              | 502 |
| Animania              | animania:textures/entity/cows/calf_longhorn.png        | EntityCalfLonghorn              | 511 |
| Animania              | animania:textures/entity/cows/cow_angus.png            | EntityCowAngus                  | 506 |
| Animania              | animania:textures/entity/cows/cow_friesian.png         | EntityCowFriesian               | 503 |
| Animania              | animania:textures/entity/cows/cow_hereford.png         | EntityCowHereford               | 512 |
| Animania              | animania:textures/entity/cows/cow_holstein.png         | EntityCowHolstein               | 500 |
| Animania              | animania:textures/entity/cows/cow_longhorn.png         | EntityCowLonghorn               | 509 |
| Animania              | animania:textures/entity/horses/draft_horse_black.png  | EntityStallionDraftHorse        | 702 |
| Animania              | animania:textures/entity/horses/draft_horse_grey.png   | EntityMareDraftHorse            | 701 |
| Animania              | animania:textures/entity/horses/draft_horse_white.png  | EntityFoalDraftHorse            | 703 |
| Animania              | animania:textures/entity/peacocks/peachick_blue.png    | EntityPeachickBlue              | 582 |
| Animania              | animania:textures/entity/peacocks/peachick_white.png   | EntityPeachickWhite             | 585 |
| Animania              | animania:textures/entity/peacocks/peacock_blue.png     | EntityPeacockBlue               | 580 |
| Animania              | animania:textures/entity/peacocks/peacock_white.png    | EntityPeacockWhite              | 583 |
| Animania              | animania:textures/entity/peacocks/peafowl_blue.png     | EntityPeafowlBlue               | 581 |
| Animania              | animania:textures/entity/peacocks/peafowl_white.png    | EntityPeafowlWhite              | 584 |
| Animania              | animania:textures/entity/pigs/ferret_grey.png          | EntityFerretGrey                | 523 |
| Animania              | animania:textures/entity/pigs/ferret_white.png         | EntityFerretWhite               | 526 |
| Animania              | animania:textures/entity/pigs/hamster_tarou.png        | EntityHamster                   | 520 |
| Animania              | animania:textures/entity/pigs/hedgehog.png             | EntityHedgehog                  | 529 |
| Animania              | animania:textures/entity/pigs/hedgehog_white.png       | EntityHedgehogAlbino            | 550 |
| Animania              | animania:textures/entity/pigs/hog_duroc.png            | EntityHogDuroc                  | 613 |
| Animania              | animania:textures/entity/pigs/hog_hampshire.png        | EntityHogHampshire              | 616 |
| Animania              | animania:textures/entity/pigs/hog_large_black.png      | EntityHogLargeBlack             | 607 |
| Animania              | animania:textures/entity/pigs/hog_large_white.png      | EntityHogLargeWhite             | 610 |
| Animania              | animania:textures/entity/pigs/hog_old_spot.png         | EntityHogOldSpot                | 604 |
| Animania              | animania:textures/entity/pigs/piglet_duroc.png         | EntityPigletDuroc               | 614 |
| Animania              | animania:textures/entity/pigs/piglet_hampshire.png     | EntityPigletHampshire           | 617 |
| Animania              | animania:textures/entity/pigs/piglet_large_black.png   | EntityPigletLargeBlack          | 608 |
| Animania              | animania:textures/entity/pigs/piglet_large_white.png   | EntityPigletLargeWhite          | 611 |
| Animania              | animania:textures/entity/pigs/piglet_old_spot.png      | EntityPigletOldSpot             | 605 |
| Animania              | animania:textures/entity/pigs/sow_duroc.png            | EntitySowDuroc                  | 612 |
| Animania              | animania:textures/entity/pigs/sow_hampshire.png        | EntitySowHampshire              | 615 |
| Animania              | animania:textures/entity/pigs/sow_large_black.png      | EntitySowLargeBlack             | 606 |
| Animania              | animania:textures/entity/pigs/sow_large_white.png      | EntitySowLargeWhite             | 609 |
| Animania              | animania:textures/entity/pigs/sow_old_spot.png         | EntitySowOldSpot                | 603 |
| Animania              | animania:textures/entity/pigs/sow_yorkshire.png        | EntitySowYorkshire              | 600 |
| Animania              | animania:toad                                          | EntityToad                      |   1 |
| Better Questing       | betterquesting:placeholder                             | EntityPlaceholder               |   0 |
| Botania               | botania:babylon_weapon                                 | EntityBabylonWeapon             |  17 |
| Botania               | botania:corporea_spark                                 | EntityCorporeaSpark             |  11 |
| Botania               | botania:doppleganger                                   | EntityDoppleganger              |   5 |
| Botania               | botania:ender_air_bottle                               | EntityEnderAirBottle            |  12 |
| Botania               | botania:falling_star                                   | EntityFallingStar               |  18 |
| Botania               | botania:flame_ring                                     | EntityFlameRing                 |   3 |
| Botania               | botania:magic_landmine                                 | EntityMagicLandmine             |   6 |
| Botania               | botania:magic_missile                                  | EntityMagicMissile              |   9 |
| Botania               | botania:mana_burst                                     | EntityManaBurst                 |   0 |
| Botania               | botania:mana_storm                                     | EntityManaStorm                 |  16 |
| Botania               | botania:pink_wither                                    | EntityPinkWither                |  14 |
| Botania               | botania:pixie                                          | EntityPixie                     |   2 |
| Botania               | botania:player_mover                                   | EntityPlayerMover               |  15 |
| Botania               | botania:pool_minecart                                  | EntityPoolMinecart              |  13 |
| Botania               | botania:signal_flare                                   | EntitySignalFlare               |   1 |
| Botania               | botania:spark                                          | EntitySpark                     |   7 |
| Botania               | botania:thorn_chakram                                  | EntityThornChakram              |  10 |
| Botania               | botania:thrown_item                                    | EntityThrownItem                |   8 |
| Botania               | botania:vine_ball                                      | EntityVineBall                  |   4 |
| CreativeCore          | creativecore:sit                                       | EntitySit                       |   0 |
| CustomNPCs            | customnpcs:customnpc                                   | EntityCustomNpc                 |  23 |
| CustomNPCs            | customnpcs:customnpc64x32                              | EntityNPC64x32                  |  24 |
| CustomNPCs            | customnpcs:customnpcchairmount                         | EntityChairMount                |  25 |
| CustomNPCs            | customnpcs:customnpcprojectile                         | EntityProjectile                |  26 |
| CustomNPCs            | customnpcs:npccrystal                                  | EntityNpcCrystal                |  15 |
| CustomNPCs            | customnpcs:npcdragon                                   | EntityNpcDragon                 |  20 |
| CustomNPCs            | customnpcs:npcdwarffemale                              | EntityNPCDwarfFemale            |   9 |
| CustomNPCs            | customnpcs:npcdwarfmale                                | EntityNPCDwarfMale              |   4 |
| CustomNPCs            | customnpcs:npcelffemale                                | EntityNPCElfFemale              |  14 |
| CustomNPCs            | customnpcs:npcelfmale                                  | EntityNPCElfMale                |  13 |
| CustomNPCs            | customnpcs:npcenderchibi                               | EntityNpcEnderchibi             |  16 |
| CustomNPCs            | customnpcs:npcenderman                                 | EntityNPCEnderman               |  21 |
| CustomNPCs            | customnpcs:npcfurryfemale                              | EntityNPCFurryFemale            |  10 |
| CustomNPCs            | customnpcs:npcfurrymale                                | EntityNPCFurryMale              |   5 |
| CustomNPCs            | customnpcs:npcgolem                                    | EntityNPCGolem                  |  22 |
| CustomNPCs            | customnpcs:npchumanfemale                              | EntityNPCHumanFemale            |   3 |
| CustomNPCs            | customnpcs:npchumanmale                                | EntityNPCHumanMale              |   0 |
| CustomNPCs            | customnpcs:npcnagafemale                               | EntityNpcNagaFemale             |  18 |
| CustomNPCs            | customnpcs:npcnagamale                                 | EntityNpcNagaMale               |  17 |
| CustomNPCs            | customnpcs:npcorcfemale                                | EntityNPCOrcFemale              |  12 |
| CustomNPCs            | customnpcs:npcorcfmale                                 | EntityNPCOrcMale                |  11 |
| CustomNPCs            | customnpcs:npcpony                                     | EntityNpcPony                   |   2 |
| CustomNPCs            | customnpcs:npcskeleton                                 | EntityNpcSkeleton               |   8 |
| CustomNPCs            | customnpcs:npcslime                                    | EntityNpcSlime                  |  19 |
| CustomNPCs            | customnpcs:npcvillager                                 | EntityNPCVillager               |   1 |
| CustomNPCs            | customnpcs:npczombiefemale                             | EntityNpcMonsterFemale          |   7 |
| CustomNPCs            | customnpcs:npczombiemale                               | EntityNpcMonsterMale            |   6 |
| Decocraft             | props:chair                                            | EntityChairMount                |   0 |
| Ex Compressum         | excompressum:angry_chicken                             | EntityAngryChicken              |   0 |
| Ex Nihilo Adscensio   | exnihiloadscensio:thrown stone                         | ProjectileStone                 |   0 |
| Gravestone Mod        | gravestone:player_ghost                                | EntityGhostPlayer               | 378 |
| Immersive Engineering | immersiveengineering:chemthrowershot                   | EntityChemthrowerShot           |   4 |
| Immersive Engineering | immersiveengineering:explosive                         | EntityIEExplosive               |   7 |
| Immersive Engineering | immersiveengineering:fluorescenttube                   | EntityFluorescentTube           |   8 |
| Immersive Engineering | immersiveengineering:railgunshot                       | EntityRailgunShot               |   5 |
| Immersive Engineering | immersiveengineering:revolvershot                      | EntityRevolvershot              |   0 |
| Immersive Engineering | immersiveengineering:revolvershotflare                 | EntityRevolvershotFlare         |   6 |
| Immersive Engineering | immersiveengineering:revolvershothoming                | EntityRevolvershotHoming        |   2 |
| Immersive Engineering | immersiveengineering:revolvershotwolfpack              | EntityWolfpackShot              |   3 |
| Immersive Engineering | immersiveengineering:skylinehook                       | EntitySkylineHook               |   1 |
| Immersive Petroleum   | immersivepetroleum:speedboat                           | EntitySpeedboat                 |   0 |
| Mekanism              | mekanism:babyskeleton                                  | EntityBabySkeleton              |   3 |
| Mekanism              | mekanism:balloon                                       | EntityBalloon                   |   2 |
| Mekanism              | mekanism:flame                                         | EntityFlame                     |   4 |
| Mekanism              | mekanism:obsidiantnt                                   | EntityObsidianTNT               |   0 |
| Mekanism              | mekanism:robit                                         | EntityRobit                     |   1 |
| Minecraft             | minecraft:area_effect_cloud                            | EntityAreaEffectCloud           |   3 |
| Minecraft             | minecraft:armor_stand                                  | EntityArmorStand                |  30 |
| Minecraft             | minecraft:arrow                                        | EntityTippedArrow               |  10 |
| Minecraft             | minecraft:bat                                          | EntityBat                       |  65 |
| Minecraft             | minecraft:blaze                                        | EntityBlaze                     |  61 |
| Minecraft             | minecraft:boat                                         | EntityBoat                      |  41 |
| Minecraft             | minecraft:cave_spider                                  | EntityCaveSpider                |  59 |
| Minecraft             | minecraft:chest_minecart                               | EntityMinecartChest             |  43 |
| Minecraft             | minecraft:chicken                                      | EntityChicken                   |  93 |
| Minecraft             | minecraft:commandblock_minecart                        | EntityMinecartCommandBlock      |  40 |
| Minecraft             | minecraft:cow                                          | EntityCow                       |  92 |
| Minecraft             | minecraft:creeper                                      | EntityCreeper                   |  50 |
| Minecraft             | minecraft:donkey                                       | EntityDonkey                    |  31 |
| Minecraft             | minecraft:dragon_fireball                              | EntityDragonFireball            |  26 |
| Minecraft             | minecraft:egg                                          | EntityEgg                       |   7 |
| Minecraft             | minecraft:elder_guardian                               | EntityElderGuardian             |   4 |
| Minecraft             | minecraft:ender_crystal                                | EntityEnderCrystal              | 200 |
| Minecraft             | minecraft:ender_dragon                                 | EntityDragon                    |  63 |
| Minecraft             | minecraft:ender_pearl                                  | EntityEnderPearl                |  14 |
| Minecraft             | minecraft:enderman                                     | EntityEnderman                  |  58 |
| Minecraft             | minecraft:endermite                                    | EntityEndermite                 |  67 |
| Minecraft             | minecraft:evocation_fangs                              | EntityEvokerFangs               |  33 |
| Minecraft             | minecraft:evocation_illager                            | EntityEvoker                    |  34 |
| Minecraft             | minecraft:eye_of_ender_signal                          | EntityEnderEye                  |  15 |
| Minecraft             | minecraft:falling_block                                | EntityFallingBlock              |  21 |
| Minecraft             | minecraft:fireball                                     | EntityLargeFireball             |  12 |
| Minecraft             | minecraft:fireworks_rocket                             | EntityFireworkRocket            |  22 |
| Minecraft             | minecraft:furnace_minecart                             | EntityMinecartFurnace           |  44 |
| Minecraft             | minecraft:ghast                                        | EntityGhast                     |  56 |
| Minecraft             | minecraft:giant                                        | EntityGiantZombie               |  53 |
| Minecraft             | minecraft:guardian                                     | EntityGuardian                  |  68 |
| Minecraft             | minecraft:hopper_minecart                              | EntityMinecartHopper            |  46 |
| Minecraft             | minecraft:horse                                        | EntityHorse                     | 100 |
| Minecraft             | minecraft:husk                                         | EntityHusk                      |  23 |
| Minecraft             | minecraft:item                                         | EntityItem                      |   1 |
| Minecraft             | minecraft:item_frame                                   | EntityItemFrame                 |  18 |
| Minecraft             | minecraft:leash_knot                                   | EntityLeashKnot                 |   8 |
| Minecraft             | minecraft:llama                                        | EntityLlama                     | 103 |
| Minecraft             | minecraft:llama_spit                                   | EntityLlamaSpit                 | 104 |
| Minecraft             | minecraft:magma_cube                                   | EntityMagmaCube                 |  62 |
| Minecraft             | minecraft:minecart                                     | EntityMinecartEmpty             |  42 |
| Minecraft             | minecraft:mooshroom                                    | EntityMooshroom                 |  96 |
| Minecraft             | minecraft:mule                                         | EntityMule                      |  32 |
| Minecraft             | minecraft:ocelot                                       | EntityOcelot                    |  98 |
| Minecraft             | minecraft:painting                                     | EntityPainting                  |   9 |
| Minecraft             | minecraft:pig                                          | EntityPig                       |  90 |
| Minecraft             | minecraft:polar_bear                                   | EntityPolarBear                 | 102 |
| Minecraft             | minecraft:potion                                       | EntityPotion                    |  16 |
| Minecraft             | minecraft:rabbit                                       | EntityRabbit                    | 101 |
| Minecraft             | minecraft:sheep                                        | EntitySheep                     |  91 |
| Minecraft             | minecraft:shulker                                      | EntityShulker                   |  69 |
| Minecraft             | minecraft:shulker_bullet                               | EntityShulkerBullet             |  25 |
| Minecraft             | minecraft:silverfish                                   | EntitySilverfish                |  60 |
| Minecraft             | minecraft:skeleton                                     | EntitySkeleton                  |  51 |
| Minecraft             | minecraft:skeleton_horse                               | EntitySkeletonHorse             |  28 |
| Minecraft             | minecraft:slime                                        | EntitySlime                     |  55 |
| Minecraft             | minecraft:small_fireball                               | EntitySmallFireball             |  13 |
| Minecraft             | minecraft:snowball                                     | EntitySnowball                  |  11 |
| Minecraft             | minecraft:snowman                                      | EntitySnowman                   |  97 |
| Minecraft             | minecraft:spawner_minecart                             | EntityMinecartMobSpawner        |  47 |
| Minecraft             | minecraft:spectral_arrow                               | EntitySpectralArrow             |  24 |
| Minecraft             | minecraft:spider                                       | EntitySpider                    |  52 |
| Minecraft             | minecraft:squid                                        | EntitySquid                     |  94 |
| Minecraft             | minecraft:stray                                        | EntityStray                     |   6 |
| Minecraft             | minecraft:tnt                                          | EntityTNTPrimed                 |  20 |
| Minecraft             | minecraft:tnt_minecart                                 | EntityMinecartTNT               |  45 |
| Minecraft             | minecraft:vex                                          | EntityVex                       |  35 |
| Minecraft             | minecraft:villager                                     | EntityVillager                  | 120 |
| Minecraft             | minecraft:villager_golem                               | EntityIronGolem                 |  99 |
| Minecraft             | minecraft:vindication_illager                          | EntityVindicator                |  36 |
| Minecraft             | minecraft:witch                                        | EntityWitch                     |  66 |
| Minecraft             | minecraft:wither                                       | EntityWither                    |  64 |
| Minecraft             | minecraft:wither_skeleton                              | EntityWitherSkeleton            |   5 |
| Minecraft             | minecraft:wither_skull                                 | EntityWitherSkull               |  19 |
| Minecraft             | minecraft:wolf                                         | EntityWolf                      |  95 |
| Minecraft             | minecraft:xp_bottle                                    | EntityExpBottle                 |  17 |
| Minecraft             | minecraft:xp_orb                                       | EntityXPOrb                     |   2 |
| Minecraft             | minecraft:zombie                                       | EntityZombie                    |  54 |
| Minecraft             | minecraft:zombie_horse                                 | EntityZombieHorse               |  29 |
| Minecraft             | minecraft:zombie_pigman                                | EntityPigZombie                 |  57 |
| Minecraft             | minecraft:zombie_villager                              | EntityZombieVillager            |  27 |
| MmmMmmMmmMmm          | testdummy:dummy                                        | EntityDummy                     |   0 |
| MmmMmmMmmMmm          | testdummy:floating_number                              | EntityFloatingNumber            |   1 |
| MmmMmmMmmMmm          | testdummy:floating_number_dps                          | EntityDpsFloatingNumber         |   2 |
| Mystical Agriculture  | mysticalagriculture:inferium_arrow                     | EntityInferiumArrow             |   0 |
| Mystical Agriculture  | mysticalagriculture:intermedium_arrow                  | EntityIntermediumArrow          |   2 |
| Mystical Agriculture  | mysticalagriculture:prudentium_arrow                   | EntityPrudentiumArrow           |   1 |
| Mystical Agriculture  | mysticalagriculture:superium_arrow                     | EntitySuperiumArrow             |   3 |
| Mystical Agriculture  | mysticalagriculture:supremium_arrow                    | EntitySupremiumArrow            |   4 |
| OpenComputers         | opencomputers:drone                                    | Drone                           |   0 |
| Platforms             | platforms:gui-item                                     | EntityGuiItem                   |   2 |
| PlusTiC               | plustic:blindbandit                                    | EntityBlindBandit               |   1 |
| PlusTiC               | plustic:supremeleader                                  | EntitySupremeLeader             |   0 |
| Project Table         | projecttable:plan_used                                 | EntityItemPlan                  |   0 |
| Reliquary             | xreliquary:blaze_shot                                  | EntityBlazeShot                 |   5 |
| Reliquary             | xreliquary:buster_shot                                 | EntityBusterShot                |   8 |
| Reliquary             | xreliquary:concussive_shot                             | EntityConcussiveShot            |   7 |
| Reliquary             | xreliquary:ender_shot                                  | EntityEnderShot                 |   6 |
| Reliquary             | xreliquary:ender_staff_projectile                      | EntityEnderStaffProjectile      |  23 |
| Reliquary             | xreliquary:exorcism_shot                               | EntityExorcismShot              |   4 |
| Reliquary             | xreliquary:hand_grenade                                | EntityHolyHandGrenade           |   0 |
| Reliquary             | xreliquary:holy_water                                  | EntityGlowingWater              |   1 |
| Reliquary             | xreliquary:kraken_slime                                | EntityKrakenSlime               |  22 |
| Reliquary             | xreliquary:lyssa_hook                                  | EntityLyssaHook                 |  14 |
| Reliquary             | xreliquary:neutral_shot                                | EntityNeutralShot               |   3 |
| Reliquary             | xreliquary:sand_shot                                   | EntitySandShot                  |  10 |
| Reliquary             | xreliquary:seeker_shot                                 | EntitySeekerShot                |   9 |
| Reliquary             | xreliquary:special_snowball                            | EntitySpecialSnowball           |   2 |
| Reliquary             | xreliquary:storm_shot                                  | EntityStormShot                 |  11 |
| Reliquary             | xreliquary:thrown_aphrodite                            | EntityAttractionPotion          |  12 |
| Reliquary             | xreliquary:thrown_fertility                            | EntityFertilePotion             |  21 |
| Reliquary             | xreliquary:thrown_potion                               | EntityThrownXRPotion            |  13 |
| Reliquary             | xreliquary:tipped arrow                                | EntityXRTippedArrow             |  24 |
| Reptile Mod           | reptilemod:alligator                                   | EntityGator                     |  11 |
| Reptile Mod           | reptilemod:chameleon                                   | EntityChameleon                 |  12 |
| Reptile Mod           | reptilemod:croc                                        | EntityCroc                      |   5 |
| Reptile Mod           | reptilemod:crocmonitor                                 | EntitySalvadorii                |  13 |
| Reptile Mod           | reptilemod:deserttortoise                              | EntityDesertTortoise            |   6 |
| Reptile Mod           | reptilemod:griseus                                     | EntityGriseus                   |   2 |
| Reptile Mod           | reptilemod:iguana                                      | EntityIguana                    |   9 |
| Reptile Mod           | reptilemod:komodo                                      | EntityKomodo                    |   0 |
| Reptile Mod           | reptilemod:lace                                        | EntityLace                      |   4 |
| Reptile Mod           | reptilemod:largecroc                                   | EntityLargeCroc                 |   8 |
| Reptile Mod           | reptilemod:littleturtle                                | EntityLittleTurtle              |   7 |
| Reptile Mod           | reptilemod:megalania                                   | EntityMegalania                 |  14 |
| Reptile Mod           | reptilemod:perentie                                    | EntityPerentie                  |   3 |
| Reptile Mod           | reptilemod:savanna                                     | EntitySavanna                   |   1 |
| Reptile Mod           | reptilemod:tortoise                                    | EntityTortoise                  |  10 |
| Roots 2               | roots:auspicious_point                                 | EntityAuspiciousPoint           |   0 |
| Roots 2               | roots:barrow                                           | EntityBarrow                    |  15 |
| Roots 2               | roots:blink_projectile                                 | EntityBlinkProjectile           |  19 |
| Roots 2               | roots:boost                                            | EntityBoost                     |   5 |
| Roots 2               | roots:deer                                             | EntityDeer                      |   6 |
| Roots 2               | roots:fairy                                            | EntityFairy                     |  17 |
| Roots 2               | roots:fairy_circle                                     | EntityFairyCircle               |  18 |
| Roots 2               | roots:fire_jet                                         | EntityFireJet                   |   1 |
| Roots 2               | roots:flare                                            | EntityFlare                     |  11 |
| Roots 2               | roots:petal_shell                                      | EntityPetalShell                |   3 |
| Roots 2               | roots:ritual_fire_storm                                | EntityRitualFireStorm           |  10 |
| Roots 2               | roots:ritual_life                                      | EntityRitualLife                |   7 |
| Roots 2               | roots:ritual_light                                     | EntityRitualLight               |   9 |
| Roots 2               | roots:ritual_regrowth                                  | EntityRitualRegrowth            |  12 |
| Roots 2               | roots:ritual_storm                                     | EntityRitualStorm               |   8 |
| Roots 2               | roots:ritual_warden                                    | EntityRitualWarden              |  16 |
| Roots 2               | roots:ritual_windwall                                  | EntityRitualWindwall            |  13 |
| Roots 2               | roots:sprout                                           | EntitySprout                    |  14 |
| Roots 2               | roots:thorn_trap                                       | EntityThornTrap                 |   2 |
| Roots 2               | roots:time_stop                                        | EntityTimeStop                  |   4 |
| TIS-3D                | tis3d:infrared_packet                                  | EntityInfraredPacket            |   1 |
| Tech Reborn           | techreborn:nuke                                        | EntityNukePrimed                |   0 |
| Thermal Dynamics      | thermaldynamics:transport                              | EntityTransport                 |   0 |
| Thermal Expansion     | thermalexpansion:florb                                 | EntityFlorb                     |   0 |
| Thermal Foundation    | thermalfoundation:basalz                               | EntityBasalz                    |   2 |
| Thermal Foundation    | thermalfoundation:basalz_bolt                          | EntityBasalzBolt                |   5 |
| Thermal Foundation    | thermalfoundation:blitz                                | EntityBlitz                     |   1 |
| Thermal Foundation    | thermalfoundation:blitz_bolt                           | EntityBlitzBolt                 |   4 |
| Thermal Foundation    | thermalfoundation:blizz                                | EntityBlizz                     |   0 |
| Thermal Foundation    | thermalfoundation:blizz_bolt                           | EntityBlizzBolt                 |   3 |
| Tinkers' Construct    | tconstruct:arrow                                       | EntityArrow                     |  10 |
| Tinkers' Construct    | tconstruct:blueslime                                   | EntityBlueSlime                 |   1 |
| Tinkers' Construct    | tconstruct:bolt                                        | EntityBolt                      |  11 |
| Tinkers' Construct    | tconstruct:fancy_frame                                 | EntityFancyItemFrame            |   2 |
| Tinkers' Construct    | tconstruct:indestructible                              | IndestructibleEntityItem        |   0 |
| Tinkers' Construct    | tconstruct:shuriken                                    | EntityShuriken                  |  12 |
| Tinkers' Construct    | tconstruct:throwball                                   | EntityThrowball                 |   3 |
| Totemic               | totemic:baykok                                         | EntityBaykok                    |   1 |
| Totemic               | totemic:buffalo                                        | EntityBuffalo                   |   0 |
| Totemic               | totemic:invis_arrow                                    | EntityInvisArrow                |   2 |
| ViesCraft             | vc:airship_v1                                          | EntityAirshipV1Core             |   5 |
| ViesCraft             | vc:airship_v2                                          | EntityAirshipV2Core             |   6 |
| ViesCraft             | vc:airship_v3                                          | EntityAirshipV3Core             |   7 |
| ViesCraft             | vc:airship_v4                                          | EntityAirshipV4Core             |   8 |
| ViesCraft             | vc:item_airship_v1                                     | EntityItemAirshipV1             |   1 |
| ViesCraft             | vc:item_airship_v2                                     | EntityItemAirshipV2             |   2 |
| ViesCraft             | vc:item_airship_v3                                     | EntityItemAirshipV3             |   3 |
| ViesCraft             | vc:item_airship_v4                                     | EntityItemAirshipV4             |   4 |
| Waddles               | waddles:adelie_penguin                                 | EntityAdeliePenguin             |   1 |
+-----------------------+--------------------------------------------------------+---------------------------------+-----+
| Mod name              | Registry name                                          | Entity class name               |  ID |
+-----------------------+--------------------------------------------------------+---------------------------------+-----+
