+-------------------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+-------------------------------------------+--------+----------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+-------------------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+-------------------------------------------+--------+----------------------------------------------+
| Mod name                            | Registry name                                                | BlockID | Subtypes | Item ID | Item meta | Display name                              | Exists | Ore Dict keys                                |
| Actually Additions                  | actuallyadditions:block_colored_lamp_on                      |     291 |     true |    4180 |        14 | Red Lamp (On)                             | true   |                                              |
| Actually Additions                  | actuallyadditions:block_colored_lamp_on                      |     291 |     true |    4180 |        15 | Black Lamp (On)                           | true   |                                              |
| Actually Additions                  | actuallyadditions:block_colored_lamp_on                      |     291 |     true |    4180 |         2 | Magenta Lamp (On)                         | true   |                                              |
| Actually Additions                  | actuallyadditions:block_colored_lamp_on                      |     291 |     true |    4180 |         3 | Light Blue Lamp (On)                      | true   |                                              |
| Actually Additions                  | actuallyadditions:block_colored_lamp_on                      |     291 |     true |    4180 |         4 | Yellow Lamp (On)                          | true   |                                              |
| Actually Additions                  | actuallyadditions:block_colored_lamp_on                      |     291 |     true |    4180 |         5 | Lime Lamp (On)                            | true   |                                              |
| Actually Additions                  | actuallyadditions:block_colored_lamp_on                      |     291 |     true |    4180 |         6 | Pink Lamp (On)                            | true   |                                              |
| Actually Additions                  | actuallyadditions:block_colored_lamp_on                      |     291 |     true |    4180 |         7 | Gray Lamp (On)                            | true   |                                              |
| Actually Additions                  | actuallyadditions:block_colored_lamp_on                      |     291 |     true |    4180 |         8 | Light Gray Lamp (On)                      | true   |                                              |
| Actually Additions                  | actuallyadditions:block_colored_lamp_on                      |     291 |     true |    4180 |         9 | Cyan Lamp (On)                            | true   |                                              |
| Actually Additions                  | actuallyadditions:block_compost                              |     311 |    false |    4200 |         0 | Compost                                   | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal                              |     268 |     true |    4157 |         0 | Restonia Crystal Block                    | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal                              |     268 |     true |    4157 |         1 | Palis Crystal Block                       | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal                              |     268 |     true |    4157 |         2 | Diamatine Crystal Block                   | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal                              |     268 |     true |    4157 |         3 | Void Crystal Block                        | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal                              |     268 |     true |    4157 |         4 | Emeradic Crystal Block                    | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal                              |     268 |     true |    4157 |         5 | Enori Crystal Block                       | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal_cluster_coal                 |     251 |    false |    4141 |         0 | Black Crystal Cluster                     | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal_cluster_diamond              |     250 |    false |    4140 |         0 | Light Blue Crystal Cluster                | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal_cluster_emerald              |     252 |    false |    4142 |         0 | Green Crystal Cluster                     | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal_cluster_iron                 |     253 |    false |    4143 |         0 | White Crystal Cluster                     | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal_cluster_lapis                |     249 |    false |    4139 |         0 | Blue Crystal Cluster                      | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal_cluster_redstone             |     248 |    false |    4138 |         0 | Red Crystal Cluster                       | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal_empowered                    |     269 |     true |    4158 |         0 | Empowered Restonia Crystal Block          | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal_empowered                    |     269 |     true |    4158 |         1 | Empowered Palis Crystal Block             | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal_empowered                    |     269 |     true |    4158 |         2 | Empowered Diamatine Crystal Block         | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal_empowered                    |     269 |     true |    4158 |         3 | Empowered Void Crystal Block              | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal_empowered                    |     269 |     true |    4158 |         4 | Empowered Emeradic Crystal Block          | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal_empowered                    |     269 |     true |    4158 |         5 | Empowered Enori Crystal Block             | true   |                                              |
| Actually Additions                  | actuallyadditions:block_crystal_oil                          |     346 |    false |    4235 |         0 | Crystallized Oil                          | true   |                                              |
| Actually Additions                  | actuallyadditions:block_directional_breaker                  |     278 |    false |    4167 |         0 | Long-Range Breaker                        | true   |                                              |
| Actually Additions                  | actuallyadditions:block_display_stand                        |     262 |    false |    4151 |         0 | Display Stand                             | true   |                                              |
| Actually Additions                  | actuallyadditions:block_dropper                              |     329 |    false |    4218 |         0 | Automatic Precision Dropper               | true   |                                              |
| Actually Additions                  | actuallyadditions:block_empowered_oil                        |     347 |    false |    4236 |         0 | Empowered Oil                             | true   |                                              |
| Actually Additions                  | actuallyadditions:block_empowerer                            |     259 |    false |    4148 |         0 | Empowerer                                 | true   |                                              |
| Actually Additions                  | actuallyadditions:block_energizer                            |     294 |    false |    4183 |         0 | Energizer                                 | true   |                                              |
| Actually Additions                  | actuallyadditions:block_enervator                            |     295 |    false |    4184 |         0 | Enervator                                 | true   |                                              |
| Actually Additions                  | actuallyadditions:block_farmer                               |     257 |    false |    4146 |         0 | Farmer                                    | true   |                                              |
| Actually Additions                  | actuallyadditions:block_feeder                               |     313 |    false |    4202 |         0 | Automatic Feeder                          | true   |                                              |
| Actually Additions                  | actuallyadditions:block_fermenting_barrel                    |     306 |    false |    4195 |         0 | Fermenting Barrel                         | true   |                                              |
| Actually Additions                  | actuallyadditions:block_firework_box                         |     265 |    false |    4154 |         0 | Firework Box                              | true   |                                              |
| Actually Additions                  | actuallyadditions:block_fishing_net                          |     322 |    false |    4211 |         0 | Fishing Net                               | true   |                                              |
| Actually Additions                  | actuallyadditions:block_flax                                 |     309 |    false |    4198 |         0 | Flax Plant                                | true   |                                              |
| Actually Additions                  | actuallyadditions:block_fluid_collector                      |     331 |    false |    4220 |         0 | Fluid Collector                           | true   |                                              |
| Actually Additions                  | actuallyadditions:block_fluid_placer                         |     330 |    false |    4219 |         0 | Fluid Placer                              | true   |                                              |
| Actually Additions                  | actuallyadditions:block_furnace_double                       |     319 |    false |    4208 |         0 | Powered Furnace                           | true   |                                              |
| Actually Additions                  | actuallyadditions:block_furnace_solar                        |     323 |    false |    4212 |         0 | Solar Panel                               | true   |                                              |
| Actually Additions                  | actuallyadditions:block_giant_chest                          |     314 |    false |    4203 |         0 | Small Storage Crate                       | true   |                                              |
| Actually Additions                  | actuallyadditions:block_giant_chest_large                    |     316 |    false |    4205 |         0 | Large Storage Crate                       | true   |                                              |
| Actually Additions                  | actuallyadditions:block_giant_chest_medium                   |     315 |    false |    4204 |         0 | Medium Storage Crate                      | true   |                                              |
| Actually Additions                  | actuallyadditions:block_greenhouse_glass                     |     326 |    false |    4215 |         0 | Greenhouse Glass                          | true   |                                              |
| Actually Additions                  | actuallyadditions:block_grinder                              |     317 |    false |    4206 |         0 | Crusher                                   | true   |                                              |
| Actually Additions                  | actuallyadditions:block_grinder_double                       |     318 |    false |    4207 |         0 | Double Crusher                            | true   |                                              |
| Actually Additions                  | actuallyadditions:block_heat_collector                       |     324 |    false |    4213 |         0 | Heat Collector                            | true   |                                              |
| Actually Additions                  | actuallyadditions:block_inputter                             |     320 |    false |    4209 |         0 | ESD (Excellent Spaghetti Dessert)         | true   |                                              |
| Actually Additions                  | actuallyadditions:block_inputter_advanced                    |     321 |    false |    4210 |         0 | Advanced ESD (Ending Serious Daughter)    | true   |                                              |
| Actually Additions                  | actuallyadditions:block_item_repairer                        |     325 |    false |    4214 |         0 | Item Repairer                             | true   |                                              |
| Actually Additions                  | actuallyadditions:block_item_viewer                          |     264 |    false |    4153 |         0 | Item Interface                            | true   |                                              |
| Actually Additions                  | actuallyadditions:block_item_viewer_hopping                  |     256 |    false |    4145 |         0 | Hopping Item Interface                    | true   |                                              |
| Actually Additions                  | actuallyadditions:block_lamp_powerer                         |     292 |    false |    4181 |         0 | Lamp Controller                           | true   |                                              |
| Actually Additions                  | actuallyadditions:block_laser_relay                          |     271 |    false |    4160 |         0 | Energy Laser Relay                        | true   |                                              |
| Actually Additions                  | actuallyadditions:block_laser_relay_advanced                 |     272 |    false |    4161 |         0 | Advanced Energy Laser Relay               | true   |                                              |
| Actually Additions                  | actuallyadditions:block_laser_relay_extreme                  |     273 |    false |    4162 |         0 | Extreme Energy Laser Relay                | true   |                                              |
| Actually Additions                  | actuallyadditions:block_laser_relay_fluids                   |     274 |    false |    4163 |         0 | Fluid Laser Relay                         | true   |                                              |
| Actually Additions                  | actuallyadditions:block_laser_relay_item                     |     275 |    false |    4164 |         0 | Item Laser Relay                          | true   |                                              |
| Actually Additions                  | actuallyadditions:block_laser_relay_item_whitelist           |     276 |    false |    4165 |         0 | Advanced Item Laser Relay                 | true   |                                              |
| Actually Additions                  | actuallyadditions:block_lava_factory_controller              |     296 |    false |    4185 |         0 | Lava Factory Controller                   | true   |                                              |
| Actually Additions                  | actuallyadditions:block_leaf_generator                       |     279 |    false |    4168 |         0 | Leaf-Eating Generator                     | true   |                                              |
| Actually Additions                  | actuallyadditions:block_miner                                |     266 |    false |    4155 |         0 | Vertical Digger                           | true   |                                              |
| Actually Additions                  | actuallyadditions:block_misc                                 |     312 |     true |    4201 |         0 | Pillar of Black Quartz                    | true   |                                              |
| Actually Additions                  | actuallyadditions:block_misc                                 |     312 |     true |    4201 |         1 | Chiseled Block of Black Quartz            | true   |                                              |
| Actually Additions                  | actuallyadditions:block_misc                                 |     312 |     true |    4201 |         2 | Block of Black Quartz                     | true   |                                              |
| Actually Additions                  | actuallyadditions:block_misc                                 |     312 |     true |    4201 |         3 | Black Quartz Ore                          | true   | oreQuartzBlack                               |
| Actually Additions                  | actuallyadditions:block_misc                                 |     312 |     true |    4201 |         4 | Wood Casing                               | true   |                                              |
| Actually Additions                  | actuallyadditions:block_misc                                 |     312 |     true |    4201 |         5 | Block of Charcoal                         | true   | blockCharcoal                                |
| Actually Additions                  | actuallyadditions:block_misc                                 |     312 |     true |    4201 |         6 | Block of Enderpearl                       | true   |                                              |
| Actually Additions                  | actuallyadditions:block_misc                                 |     312 |     true |    4201 |         7 | Casing                                    | true   |                                              |
| Actually Additions                  | actuallyadditions:block_misc                                 |     312 |     true |    4201 |         8 | Ender Casing                              | true   |                                              |
| Actually Additions                  | actuallyadditions:block_misc                                 |     312 |     true |    4201 |         9 | Iron Casing                               | true   |                                              |
| Actually Additions                  | actuallyadditions:block_oil                                  |     345 |    false |    4234 |         0 | Oil                                       | true   |                                              |
| Actually Additions                  | actuallyadditions:block_oil_generator                        |     305 |    false |    4194 |         0 | Oil Generator                             | true   |                                              |
| Actually Additions                  | actuallyadditions:block_phantom_booster                      |     333 |    false |    4222 |         0 | Phantom Booster                           | true   |                                              |
| Actually Additions                  | actuallyadditions:block_phantom_breaker                      |     303 |    false |    4192 |         0 | Phantom Breaker                           | true   |                                              |
| Actually Additions                  | actuallyadditions:block_phantom_energyface                   |     301 |    false |    4190 |         0 | Phantom Energyface                        | true   |                                              |
| Actually Additions                  | actuallyadditions:block_phantom_liquiface                    |     300 |    false |    4189 |         0 | Phantom Liquiface                         | true   |                                              |
| Actually Additions                  | actuallyadditions:block_phantom_placer                       |     299 |    false |    4188 |         0 | Phantom Placer                            | true   |                                              |
| Actually Additions                  | actuallyadditions:block_phantom_redstoneface                 |     302 |    false |    4191 |         0 | Phantom Redstoneface                      | true   |                                              |
| Actually Additions                  | actuallyadditions:block_phantomface                          |     298 |    false |    4187 |         0 | Phantomface                               | true   |                                              |
| Actually Additions                  | actuallyadditions:block_pillar_quartz_slab                   |     343 |    false |    4232 |         0 | Black Quartz Pillar Slab                  | true   |                                              |
| Actually Additions                  | actuallyadditions:block_pillar_quartz_stair                  |     340 |    false |    4229 |         0 | Black Quartz Pillar Stairs                | true   |                                              |
| Actually Additions                  | actuallyadditions:block_pillar_quartz_wall                   |     337 |    false |    4226 |         0 | Black Quartz Pillar Wall                  | true   |                                              |
| Actually Additions                  | actuallyadditions:block_placer                               |     328 |    false |    4217 |         0 | Auto-Placer                               | true   |                                              |
| Actually Additions                  | actuallyadditions:block_player_interface                     |     263 |    false |    4152 |         0 | Player Interface                          | true   |                                              |
| Actually Additions                  | actuallyadditions:block_quartz_slab                          |     341 |    false |    4230 |         0 | Black Quartz Slab                         | true   |                                              |
| Actually Additions                  | actuallyadditions:block_quartz_stair                         |     338 |    false |    4227 |         0 | Black Quartz Stairs                       | true   |                                              |
| Actually Additions                  | actuallyadditions:block_quartz_wall                          |     335 |    false |    4224 |         0 | Black Quartz Wall                         | true   |                                              |
| Actually Additions                  | actuallyadditions:block_ranged_collector                     |     277 |    false |    4166 |         0 | Ranged Collector                          | true   |                                              |
| Actually Additions                  | actuallyadditions:block_rice                                 |     307 |    false |    4196 |         0 | Rice Plant                                | true   |                                              |
| Actually Additions                  | actuallyadditions:block_shock_suppressor                     |     261 |    false |    4150 |         0 | Shock Absorber                            | true   |                                              |
| Actually Additions                  | actuallyadditions:block_smiley_cloud                         |     280 |    false |    4169 |         0 | Smiley Cloud                              | true   |                                              |
| Actually Additions                  | actuallyadditions:block_testifi_bucks_green_fence            |     288 |    false |    4177 |         0 | Ethetic Green Wall                        | true   |                                              |
| Actually Additions                  | actuallyadditions:block_testifi_bucks_green_slab             |     286 |    false |    4175 |         0 | Ethetic Green Slab                        | true   |                                              |
| Actually Additions                  | actuallyadditions:block_testifi_bucks_green_stairs           |     284 |    false |    4173 |         0 | Ethetic Green Stairs                      | true   |                                              |
| Actually Additions                  | actuallyadditions:block_testifi_bucks_green_wall             |     282 |    false |    4171 |         0 | Ethetic Green Block                       | true   |                                              |
| Actually Additions                  | actuallyadditions:block_testifi_bucks_white_fence            |     289 |    false |    4178 |         0 | Ethetic Quartz Wall                       | true   |                                              |
| Actually Additions                  | actuallyadditions:block_testifi_bucks_white_slab             |     287 |    false |    4176 |         0 | Ethetic Quartz Slab                       | true   |                                              |
| Actually Additions                  | actuallyadditions:block_testifi_bucks_white_stairs           |     285 |    false |    4174 |         0 | Ethetic Quartz Stairs                     | true   |                                              |
| Actually Additions                  | actuallyadditions:block_testifi_bucks_white_wall             |     283 |    false |    4172 |         0 | Ethetic Quartz                            | true   |                                              |
| Actually Additions                  | actuallyadditions:block_tiny_torch                           |     260 |    false |    4149 |         0 | Tiny Torch                                | true   |                                              |
| Actually Additions                  | actuallyadditions:block_treasure_chest                       |     293 |    false |    4182 |         0 | Treasure Chest                            | true   |                                              |
| Actually Additions                  | actuallyadditions:block_wild                                 |     334 |     true |    4223 |         0 | Wild Canola                               | true   |                                              |
| Actually Additions                  | actuallyadditions:block_wild                                 |     334 |     true |    4223 |         1 | Wild Flax                                 | true   |                                              |
| Actually Additions                  | actuallyadditions:block_wild                                 |     334 |     true |    4223 |         2 | Wild Rice                                 | true   |                                              |
| Actually Additions                  | actuallyadditions:block_wild                                 |     334 |     true |    4223 |         3 | Wild Coffee                               | true   |                                              |
| Actually Additions                  | actuallyadditions:block_xp_solidifier                        |     281 |    false |    4170 |         0 | Experience Solidifier                     | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:advrocketmotor                              |     372 |    false |    4456 |         0 | Advanced Rocket Engine                    | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:airlock_door                                |     405 |    false |    4489 |         0 | tile.smallAirlockDoor.name                | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:alienleaves                                 |     386 |    false |    4470 |         0 | Lightwood Leaves                          | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:aliensapling                                |     387 |    false |    4471 |         0 | Lightwood Sapling                         | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:alienwood                                   |     385 |    false |    4469 |         0 | Wood                                      | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:altitudecontroller                          |     435 |    false |    4519 |         0 | Altitude Controller                       | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:arcfurnace                                  |     394 |    false |    4478 |         0 | Electric Arc Furnace                      | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:astrobed                                    |     437 |    false |    4521 |         0 | tile.astroBed.name                        | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:beacon                                      |     444 |    false |    4528 |         0 | Beacon                                    | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:biomescanner                                |     427 |    false |    4511 |         0 | Biome Scanner                             | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:blastbrick                                  |     381 |    false |    4465 |         0 | HeatProof Brick                           | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:blocklens                                   |     439 |    false |    4523 |         0 | Lens                                      | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:charcoallog                                 |     417 |    false |    4501 |         0 | Charcoal Log                              | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:chemicalreactor                             |     401 |    false |    4485 |         0 | Chemical Reactor                          | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:circlelight                                 |     432 |    false |    4516 |         0 | Station Light                             | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:concrete                                    |     389 |    false |    4473 |         0 | Concrete                                  | true   | concrete                                     |
| Advanced Rocketry                   | advancedrocketry:crystal                                     |     419 |     true |    4503 |         0 | Amethyst Block                            | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:crystal                                     |     419 |     true |    4503 |         1 | Sapphire Block                            | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:crystal                                     |     419 |     true |    4503 |         2 | Emerald Block                             | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:crystal                                     |     419 |     true |    4503 |         3 | Ruby Block                                | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:crystal                                     |     419 |     true |    4503 |         4 | Citrine Block                             | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:crystal                                     |     419 |     true |    4503 |         5 | Wulfentite Block                          | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:crystallizer                                |     383 |    false |    4467 |         0 | Crystallizer                              | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:cuttingmachine                              |     384 |    false |    4468 |         0 | Cutting Machine                           | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:datapipe                                    |     364 |    false |    4448 |         0 | Data Cable                                | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:deployablerocketbuilder                     |     429 |    false |    4513 |         0 | Unmanned Vehicle Assembler                | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:drill                                       |     422 |    false |    4506 |         0 | Drill                                     | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:electricmushroom                            |     418 |    false |    4502 |         0 | Electric Mushroom                         | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:electrolyser                                |     400 |    false |    4484 |         0 | Electrolyser                              | true   |                                              |
| Advanced Rocketry                   | advancedrocketry:energypipe                                  |     365 |    false |    4449 |         0 | Energy Pipe                               | true   |                                              |
